ticker,setup,entry_date,exit_date,entry,exit,qty,days,pnl,pnl_pct,r,reason,m_r6m
FIVN,pullback,2016-06-24,2016-10-13,11.26,14.3,76,77,154.77,18.0,3.246,SMA50 이탈,49.8
GKOS,pullback,2016-09-09,2016-10-26,31.39,34.52,23,33,87.77,12.1,1.52,SMA50 이탈,92.2
WB,pullback,2016-09-16,2016-10-27,35.0893,35.4893,22,29,1.81,0.23,0.029,SMA50 이탈,170.6
LKFT,pullback,2016-10-14,2016-10-28,65.33,62.3106,14,10,-50.31,-5.48,-1.19,손절,45.7
MU,pullback,2016-10-17,2016-11-01,16.5968,16.5578,27,11,-5.08,-1.13,-0.191,SMA50 이탈,57.3
QLYS,pullback,2016-11-01,2016-11-02,37.3,36.05,24,1,-37.92,-4.22,-0.787,SMA50 이탈,44.9
GPRE,pullback,2016-11-02,2016-11-03,24.4273,23.7759,36,1,-31.26,-3.54,-0.643,SMA50 이탈,65.2
CNX,pullback,2016-11-02,2016-11-03,15.1583,13.9457,45,1,-60.46,-8.82,-1.108,손절,26.4
MGPI,pullback,2016-11-03,2016-11-04,35.8201,35.3324,20,1,-16.16,-2.25,-0.282,SMA50 이탈,50.6
CX,pullback,2016-11-04,2016-11-09,7.7413,7.4569,1,3,-0.35,-4.54,-1.464,갭하락 손절,24.6
BZUN,pullback,2016-11-09,2016-11-10,13.22,14.39,28,1,31.01,8.34,1.712,SMA50 이탈,167.4
HPQ,pullback,2016-11-03,2016-11-23,10.4471,10.5895,73,14,3.49,0.46,0.065,SMA50 이탈,30.3
AMRN,pullback,2016-11-10,2016-12-01,63.4,61.6,6,14,-14.18,-3.71,-0.466,SMA50 이탈,100.6
TECK,pullback,2016-07-22,2016-12-13,12.1246,19.4262,60,100,269.45,36.87,4.63,SMA50 이탈,267.1
GLNG,pullback,2016-12-01,2016-12-14,21.7131,19.9761,36,9,-69.29,-8.82,-1.108,손절,49.0
WOR,pullback,2016-11-04,2016-12-20,23.8795,26.3127,29,31,61.92,8.9,1.87,SMA50 이탈,28.8
AAOI,pullback,2016-12-20,2016-12-30,25.17,23.44,16,7,-31.18,-7.71,-0.968,SMA50 이탈,147.1
TTMI,pullback,2016-11-23,2017-01-06,13.68,13.55,60,29,-15.15,-1.84,-0.231,SMA50 이탈,81.9
BKR,pullback,2017-01-03,2017-01-09,35.3511,34.2844,11,4,-15.18,-3.89,-1.327,갭하락 손절,42.7
HDSN,pullback,2016-12-13,2017-01-17,7.63,7.53,77,22,-12.95,-2.19,-0.276,SMA50 이탈,132.5
XPO,pullback,2017-01-17,2017-01-19,15.5807,14.9478,38,2,-29.27,-4.92,-0.817,SMA50 이탈,78.0
MT,pullback,2017-01-06,2017-01-31,20.9908,21.1811,38,16,0.02,0.0,0.0,SMA50 이탈,67.0
DXPE,pullback,2017-01-09,2017-02-08,36.02,36.58,10,21,21.07,5.82,0.974,SMA50 이탈,108.0
CRK,pullback,2017-02-09,2017-02-16,11.2618,10.3609,70,5,-69.88,-8.82,-1.108,손절,187.1
BCRX,pullback,2017-02-16,2017-02-21,6.41,6.1,122,2,-44.69,-5.69,-0.714,SMA50 이탈,41.0
PRAA,pullback,2017-01-31,2017-03-01,38.75,36.729,23,20,-54.3,-6.06,-1.168,손절,39.6
LRN,pullback,2017-02-21,2017-03-08,18.26,17.86,47,11,-26.44,-3.07,-0.83,SMA50 이탈,54.3
TTMI,pullback,2017-03-08,2017-03-21,16.14,15.51,52,9,-40.17,-4.76,-1.094,SMA50 이탈,48.3
AMD,pullback,2017-03-21,2017-03-27,14.4,13.248,53,4,-67.65,-8.82,-1.108,손절,138.0
AEIS,pullback,2016-11-02,2017-04-13,47.2083,63.1502,18,111,178.41,20.9,4.109,SMA50 이탈,39.0
INCY,pullback,2017-04-13,2017-04-17,139.66,124.97,6,1,-95.29,-11.32,-2.054,갭하락 손절,50.1
CORT,pullback,2017-03-27,2017-04-21,9.98,9.4545,91,18,16.41,1.8,0.343,손절,55.9
MU,pullback,2017-01-19,2017-05-17,20.9654,26.3287,27,82,69.35,12.2,14.215,SMA50 이탈,68.8
KYNB,pullback,2017-04-18,2017-05-30,632.5,643.75,1,29,5.51,0.87,0.109,SMA50 이탈,40.2
TBPH,pullback,2017-05-30,2017-05-31,37.3,36.5,19,1,-21.51,-3.02,-0.405,SMA50 이탈,28.0
BAK,pullback,2017-05-31,2017-06-02,15.9762,15.8388,45,2,-12.63,-1.75,-0.22,SMA50 이탈,35.7
BCO,pullback,2016-12-14,2017-06-08,38.3941,59.6139,18,120,238.94,34.42,4.322,120일 만료,47.2
KRNT,pullback,2017-06-08,2017-06-09,19.7,19.1,45,1,-34.86,-3.91,-0.491,SMA50 이탈,63.7
TGTX,pullback,2017-06-02,2017-06-12,11.95,11.15,59,6,27.66,3.91,0.49,SMA50 이탈,110.7
UCTT,pullback,2017-04-21,2017-06-20,16.04,20.31,48,41,155.26,20.08,2.569,SMA50 이탈,110.7
NNBR,pullback,2017-06-12,2017-06-21,27.1611,26.2098,14,7,-16.68,-4.37,-0.732,SMA50 이탈,60.0
SHOP,pullback,2017-06-20,2017-06-27,9.111,8.704,53,5,-25.82,-5.32,-0.668,SMA50 이탈,113.5
MLCO,pullback,2017-03-01,2017-06-29,15.7675,20.7198,53,84,180.39,21.49,3.215,SMA50 이탈,36.6
PEGA,pullback,2017-06-29,2017-07-03,29.8314,28.1613,22,2,-42.48,-6.44,-1.156,손절,66.9
GGAL,pullback,2017-07-03,2017-07-06,31.6456,30.9061,20,2,-20.42,-3.21,-0.403,SMA50 이탈,59.3
AKBA,pullback,2017-06-12,2017-07-11,13.95,13.98,61,20,57.78,6.76,0.877,SMA50 이탈,66.1
SHOP,pullback,2017-07-11,2017-07-17,9.076,9.049,94,4,-10.2,-1.19,-0.15,SMA50 이탈,94.0
BMA,pullback,2017-06-21,2017-07-18,56.1738,57.1642,6,18,0.25,0.07,0.767,SMA50 이탈,42.1
PI,pullback,2017-07-18,2017-07-20,54.29,49.9468,16,2,-77.0,-8.82,-1.108,손절,61.7
PENN,pullback,2017-07-20,2017-07-21,20.75,20.5,41,1,-17.86,-2.09,-0.564,SMA50 이탈,57.8
ACLS,pullback,2017-07-18,2017-07-31,22.85,22.2,38,9,-32.4,-3.72,-0.466,SMA50 이탈,43.7
TDOC,pullback,2017-07-31,2017-08-01,34.1,32.55,25,1,-46.25,-5.4,-0.678,SMA50 이탈,64.2
ALNY,pullback,2017-07-21,2017-08-10,81.59,75.2598,10,14,-70.36,-8.59,-1.112,손절,106.0
NVCR,pullback,2017-08-10,2017-08-11,19.75,18.17,44,1,-77.03,-8.82,-1.108,손절,199.3
LNTH,pullback,2017-08-14,2017-08-15,18.25,16.79,48,1,-77.65,-8.82,-1.108,손절,104.8
NVCR,pullback,2017-08-15,2017-09-29,19.1,19.85,45,32,76.37,8.85,1.111,SMA50 이탈,159.2
IAG,pullback,2017-09-29,2017-10-02,6.63,6.03,148,1,-97.23,-9.86,-1.239,갭하락 손절,69.5
FIZZ,pullback,2017-05-17,2017-10-03,30.7266,39.9431,31,96,192.12,20.08,3.131,SMA50 이탈,89.7
PTCT,pullback,2017-10-02,2017-10-03,19.75,18.17,48,1,-84.03,-8.82,-1.108,손절,103.4
PTCT,pullback,2017-10-03,2017-10-04,20.84,18.78,42,1,-94.01,-10.69,-1.343,갭하락 손절,114.3
BZUN,pullback,2017-10-03,2017-10-06,36.86,33.9112,25,3,-81.68,-8.82,-1.108,손절,133.7
PTCT,pullback,2017-10-06,2017-10-09,19.76,18.0,43,1,-82.99,-9.72,-1.221,갭하락 손절,104.5
ETSY,pullback,2017-10-09,2017-10-11,16.7,16.34,46,2,-23.4,-3.03,-0.792,SMA50 이탈,59.7
TREE,pullback,2017-07-06,2017-10-17,172.55,236.3,3,72,83.61,16.08,4.474,SMA50 이탈,77.3
BZUN,pullback,2017-10-17,2017-10-19,36.75,33.81,6,2,-19.55,-8.82,-1.108,손절,148.9
ANGI,pullback,2017-10-19,2017-10-23,123.9,119.9,1,2,-5.1,-4.1,-0.514,SMA50 이탈,108.7
TAL,pullback,2017-06-27,2017-10-25,20.08,32.37,50,84,351.67,34.87,6.384,SMA50 이탈,78.2
KURA,pullback,2017-10-12,2017-10-27,14.35,13.202,52,11,-66.14,-8.82,-1.108,손절,43.5
NTLA,pullback,2017-10-23,2017-11-01,28.28,26.037,7,7,9.38,4.72,0.598,손절,100.1
CORT,pullback,2017-08-01,2017-11-03,12.5,17.32,82,67,247.81,24.07,4.091,SMA50 이탈,68.5
IPI,pullback,2017-11-01,2017-11-08,40.1,39.1,5,5,-6.78,-3.37,-0.423,SMA50 이탈,118.5
HIMX,pullback,2017-10-27,2017-11-10,7.4396,7.0424,106,10,-49.01,-6.19,-0.777,SMA50 이탈,50.4
HTHT,pullback,2017-11-08,2017-11-14,27.1144,26.0427,13,4,-17.04,-4.81,-0.604,SMA50 이탈,72.4
SQM,pullback,2017-10-04,2017-11-15,40.5432,39.6463,19,30,-23.9,-3.09,-0.388,SMA50 이탈,72.3
YELP,pullback,2017-11-10,2017-11-30,45.23,44.55,16,13,10.41,1.43,0.464,SMA50 이탈,58.7
ALNY,pullback,2017-10-25,2017-12-06,117.0,124.57,6,29,57.28,8.12,1.391,SMA50 이탈,116.7
CMCO,pullback,2017-11-15,2017-12-08,34.1548,34.7863,21,16,24.47,3.4,0.966,SMA50 이탈,57.2
CVLG,pullback,2017-11-14,2017-12-14,13.5102,13.2433,26,21,-10.07,-2.85,-0.659,SMA50 이탈,68.0
NRG,pullback,2017-11-03,2017-12-19,21.4035,22.3466,44,31,77.72,8.22,1.18,SMA50 이탈,73.2
RH,pullback,2017-12-19,2017-12-22,104.73,96.3516,4,3,-37.13,-8.82,-1.108,손절,96.4
SEDG,pullback,2017-12-08,2018-01-10,36.65,36.6,22,21,-8.35,-1.03,-0.129,SMA50 이탈,89.8
TREX,pullback,2017-12-22,2018-01-16,27.1425,27.345,30,14,23.32,2.85,0.84,SMA50 이탈,58.5
CF,pullback,2017-11-30,2018-02-02,29.62,32.1495,28,43,93.84,11.26,1.414,SMA50 이탈,38.8
CGC,pullback,2017-12-06,2018-02-02,148.15,194.0,5,39,177.46,23.85,2.995,SMA50 이탈,179.0
VNOM,pullback,2018-02-02,2018-02-06,14.77,13.8941,75,2,-75.37,-6.77,-1.147,손절,46.5
JOYY,pullback,2017-12-14,2018-02-07,84.9722,92.4203,4,36,38.84,11.38,1.428,SMA50 이탈,101.7
ASMB,pullback,2018-01-16,2018-02-07,546.84,544.32,1,16,-7.43,-1.35,-0.17,SMA50 이탈,103.1
SRPT,pullback,2018-01-10,2018-02-08,56.0,57.17,19,20,84.0,7.86,1.059,SMA50 이탈,64.2
WLK,pullback,2018-02-07,2018-02-08,93.3773,88.6203,10,1,-55.76,-5.94,-0.776,SMA50 이탈,54.5
TGS,pullback,2018-02-07,2018-02-08,19.8361,18.2492,13,1,-22.86,-8.82,-1.108,손절,42.1
ANAB,pullback,2018-02-08,2018-02-09,74.4333,68.4787,11,1,-72.58,-8.82,-1.108,손절,419.9
ANF,pullback,2018-02-08,2018-02-09,19.603,18.0347,41,1,-71.24,-8.82,-1.108,손절,116.3
BOOT,pullback,2018-02-02,2018-02-20,18.6,17.112,49,11,-80.79,-8.82,-1.108,손절,103.5
GDS,pullback,2018-02-20,2018-02-28,27.97,25.7324,32,6,-79.34,-8.82,-1.108,손절,208.2
QURE,pullback,2018-02-07,2018-03-16,18.9,21.59,48,26,128.35,14.08,1.769,SMA50 이탈,133.4
KURA,pullback,2018-02-12,2018-03-20,19.05,19.65,45,25,72.78,8.45,1.061,SMA50 이탈,190.1
MGPI,pullback,2018-03-20,2018-03-21,75.0398,73.9266,11,1,-19.62,-2.37,-0.297,SMA50 이탈,37.7
NVDA,pullback,2018-02-08,2018-03-23,5.7752,5.7563,1,30,-0.07,-1.22,-0.153,SMA50 이탈,34.6
GDS,pullback,2018-03-21,2018-03-23,28.22,26.21,31,2,-69.9,-7.95,-0.999,SMA50 이탈,156.8
TEAM,pullback,2018-03-01,2018-03-27,54.57,54.01,16,18,-16.78,-1.91,-0.24,SMA50 이탈,56.5
GDS,pullback,2018-03-27,2018-03-28,27.95,25.714,25,1,-61.94,-8.82,-1.108,손절,133.8
COLL,pullback,2018-02-13,2018-04-02,23.5,23.64,36,32,62.27,7.33,0.92,SMA50 이탈,128.4
RCKT,pullback,2018-03-27,2018-04-02,17.61,17.16,49,3,48.35,5.58,0.7,SMA50 이탈,183.9
QURE,pullback,2018-03-27,2018-04-02,24.2,22.264,35,3,-75.08,-8.82,-1.108,손절,150.2
RCKT,pullback,2018-04-02,2018-04-03,18.56,17.0752,44,1,-72.39,-8.82,-1.108,손절,172.5
GDS,pullback,2018-04-02,2018-04-03,27.34,25.95,30,1,-48.89,-5.93,-0.745,SMA50 이탈,140.2
SEDG,pullback,2018-04-03,2018-04-30,55.1,52.65,14,19,-41.09,-5.3,-0.666,SMA50 이탈,87.8
SEDG,pullback,2018-04-30,2018-05-01,53.0,52.55,19,1,-17.57,-1.74,-0.355,SMA50 이탈,73.5
BZUN,pullback,2018-05-01,2018-05-15,45.81,45.18,18,10,-18.71,-2.26,-0.284,SMA50 이탈,52.5
LE,pullback,2018-05-16,2018-05-17,20.1,19.85,43,1,-18.48,-2.13,-0.271,SMA50 이탈,54.1
ETSY,pullback,2018-03-28,2018-05-22,27.89,28.99,23,38,44.87,6.96,1.208,SMA50 이탈,63.7
ANF,pullback,2018-05-17,2018-05-22,24.761,23.2128,34,3,-59.98,-7.09,-0.891,SMA50 이탈,124.2
EC,pullback,2018-03-16,2018-05-25,7.4969,8.8341,141,49,155.0,14.6,2.189,SMA50 이탈,91.2
NTNX,pullback,2018-04-02,2018-05-25,48.28,52.5,9,39,44.43,10.18,1.438,SMA50 이탈,112.3
ANF,pullback,2018-05-25,2018-05-29,23.5884,23.2495,41,1,-22.54,-2.32,-0.652,SMA50 이탈,58.9
RPD,pullback,2018-05-25,2018-06-18,30.63,28.8882,2,15,-4.02,-6.53,-1.154,손절,58.9
BXC,pullback,2018-05-25,2018-06-20,37.48,39.77,26,17,68.23,6.97,1.434,SMA50 이탈,305.5
TGTX,pullback,2018-06-20,2018-06-21,14.1,13.85,46,1,-17.29,-2.65,-0.364,SMA50 이탈,69.1
RCKT,pullback,2018-06-18,2018-06-22,21.57,19.8444,46,4,-87.95,-8.82,-1.108,손절,136.9
XNCR,pullback,2018-06-21,2018-06-25,40.05,38.8278,16,2,-25.23,-3.92,-1.29,손절,74.7
EDIT,pullback,2018-05-24,2018-06-27,35.98,35.68,23,23,-14.32,-1.72,-0.216,SMA50 이탈,41.6
PTCT,pullback,2018-05-29,2018-06-27,30.57,31.72,31,21,73.89,7.76,1.164,SMA50 이탈,94.4
CRSP,pullback,2018-06-27,2018-06-28,64.29,59.1468,13,1,-74.08,-8.82,-1.108,손절,203.1
WTI,pullback,2018-06-28,2018-07-02,6.7791,6.5515,128,2,-36.8,-4.22,-0.53,SMA50 이탈,114.8
EGAN,pullback,2018-06-27,2018-07-16,13.0,12.55,34,12,23.61,5.32,0.668,SMA50 이탈,175.5
MDGL,pullback,2018-07-16,2018-07-24,295.75,272.09,3,6,-78.65,-8.82,-1.108,손절,200.2
GOOS,pullback,2018-04-04,2018-08-08,33.03,55.91,23,88,267.21,35.02,11.81,SMA50 이탈,64.6
GPRK,pullback,2018-07-24,2018-08-08,15.8703,15.5083,53,11,-26.67,-3.16,-0.475,SMA50 이탈,92.1
NOG,pullback,2018-06-25,2018-08-13,22.5942,24.1797,39,34,94.04,10.62,1.334,SMA50 이탈,75.3
ARWR,pullback,2018-08-08,2018-08-16,15.44,14.2048,59,6,-80.75,-8.82,-1.108,손절,164.4
CERS,pullback,2018-08-13,2018-08-16,7.19,6.91,131,3,-44.99,-4.76,-0.862,SMA50 이탈,82.2
ETSY,pullback,2018-08-08,2018-10-04,43.53,46.02,20,40,86.29,9.87,1.239,SMA50 이탈,134.3
MED,pullback,2018-07-02,2018-10-05,130.6307,173.5934,6,67,183.67,23.33,2.929,SMA50 이탈,129.9
ITGR,pullback,2018-08-17,2018-10-09,70.6,76.23,9,36,49.61,7.77,1.608,SMA50 이탈,58.9
TKO,pullback,2018-08-17,2018-10-10,71.7179,75.0779,15,37,60.62,5.61,1.373,SMA50 이탈,118.1
RAMP,pullback,2018-10-04,2018-10-10,48.49,45.3024,23,4,-83.02,-7.41,-1.132,손절,101.1
HAE,pullback,2018-10-09,2018-10-10,109.28,105.67,5,1,-22.89,-4.17,-1.067,SMA50 이탈,49.6
VNOM,pullback,2018-06-25,2018-10-11,18.3676,24.0302,35,76,142.71,22.1,2.775,SMA50 이탈,40.4
EVH,pullback,2018-10-10,2018-10-11,27.03,25.16,40,1,-84.19,-7.75,-1.282,갭하락 손절,76.1
MTRX,pullback,2018-10-10,2018-10-11,24.44,22.85,42,1,-75.72,-7.34,-1.509,갭하락 손절,60.9
CGC,pullback,2018-10-15,2018-10-19,503.2,462.944,1,4,-44.6,-8.82,-1.108,손절,102.6
PRKS,pullback,2018-10-15,2018-10-19,29.19,29.03,36,4,-15.19,-1.44,-0.322,SMA50 이탈,84.6
SHOE,pullback,2018-10-15,2018-10-19,16.9736,16.4354,47,4,-32.36,-4.04,-0.509,SMA50 이탈,58.4
UVE,pullback,2018-10-19,2018-10-24,33.797,32.3813,30,3,-51.41,-5.05,-0.954,SMA50 이탈,44.7
MERC,pullback,2018-10-19,2018-10-24,13.8685,13.3381,62,3,-40.48,-4.69,-0.588,SMA50 이탈,30.1
RAMP,pullback,2018-10-23,2018-10-24,46.26,45.33,22,1,-29.53,-2.89,-0.445,SMA50 이탈,85.1
TCMD,pullback,2018-10-24,2018-10-25,65.89,63.29,12,1,-38.18,-4.81,-0.604,SMA50 이탈,93.4
HELE,pullback,2018-10-25,2018-10-26,124.7,123.17,6,1,-15.87,-2.11,-0.268,SMA50 이탈,40.7
ADUS,pullback,2018-10-26,2018-10-29,65.54,63.16,12,1,-35.51,-4.49,-0.564,SMA50 이탈,27.4
HCC,pullback,2018-10-29,2018-11-01,21.3724,19.6626,39,3,-73.88,-8.82,-1.108,손절,20.0
FRPT,pullback,2018-10-09,2018-11-02,35.33,36.05,31,18,77.12,7.01,1.04,SMA50 이탈,95.2
BAND,pullback,2018-11-01,2018-11-05,54.06,49.85,15,2,-70.16,-8.61,-1.082,SMA50 이탈,51.9
AMC,pullback,2018-10-31,2018-11-06,178.6877,167.9299,4,4,-49.27,-6.86,-0.862,SMA50 이탈,28.8
PLAY,pullback,2018-11-05,2018-11-06,59.6546,59.1243,12,1,-12.78,-1.78,-0.223,SMA50 이탈,45.6
IRDM,pullback,2018-11-02,2018-11-12,19.3579,18.8522,31,6,-21.01,-3.49,-0.438,SMA50 이탈,76.9
MDB,pullback,2018-11-16,2018-11-19,78.74,72.4408,7,1,-48.86,-8.82,-1.108,손절,82.7
EEFT,pullback,2018-11-01,2018-11-20,111.31,108.38,6,13,-23.51,-3.5,-0.546,SMA50 이탈,41.3
CWST,pullback,2018-11-07,2018-11-20,31.11,30.32,16,9,-17.06,-3.41,-0.428,SMA50 이탈,26.2
SHOE,pullback,2018-11-19,2018-11-20,17.4506,15.6128,31,1,-61.59,-11.33,-1.423,갭하락 손절,53.8
CWST,pullback,2018-11-20,2018-11-21,31.39,30.68,23,1,-22.75,-3.14,-0.394,SMA50 이탈,31.4
GTN,pullback,2018-11-23,2018-12-04,13.862,13.6823,52,7,-15.79,-2.18,-0.468,SMA50 이탈,56.8
NEO,pullback,2018-10-24,2018-12-06,14.82,14.78,56,29,57.51,6.9,0.866,SMA50 이탈,49.0
VCYT,pullback,2018-12-04,2018-12-06,13.18,11.86,53,1,-75.93,-10.82,-1.359,갭하락 손절,72.4
CALX,pullback,2018-12-07,2018-12-10,9.79,9.3654,2,1,-1.02,-5.19,-1.203,손절,24.3
DIN,pullback,2018-12-07,2018-12-11,66.1918,62.5794,3,2,-12.58,-6.3,-1.16,손절,41.1
LLY,pullback,2018-11-06,2018-12-17,98.1953,98.1102,9,27,-8.72,-0.98,-0.183,SMA50 이탈,41.4
SWX,pullback,2018-12-06,2018-12-18,62.722,62.234,13,8,-13.65,-1.67,-0.24,SMA50 이탈,11.3
KTOS,pullback,2018-12-11,2018-12-19,14.77,13.5884,12,6,-15.71,-8.82,-1.108,손절,24.2
DECK,pullback,2018-12-20,2018-12-21,20.4317,20.48,40,1,-5.43,-0.66,-0.14,SMA50 이탈,0.9
FN,pullback,2018-12-19,2018-12-24,51.12,47.0304,13,3,-58.91,-8.82,-1.108,손절,41.0
ADC,pullback,2018-12-24,2019-01-02,42.8568,42.1759,18,5,-19.14,-2.47,-0.696,SMA50 이탈,12.4
TWLO,pullback,2019-01-02,2019-01-03,87.45,80.454,7,1,-54.26,-8.82,-1.108,손절,59.4
EVTC,pullback,2018-12-10,2019-01-14,25.8274,26.1433,1,23,0.08,0.32,0.053,SMA50 이탈,21.8
TSLA,pullback,2019-01-14,2019-01-18,22.8253,20.9993,23,4,-46.53,-8.82,-1.108,손절,9.6
LRN,pullback,2018-11-21,2019-01-23,22.84,21.7998,38,40,11.86,1.36,0.3,손절,44.8
VCEL,pullback,2018-12-27,2019-01-28,16.38,16.23,21,20,-6.23,-1.8,-0.226,SMA50 이탈,59.0
BCRX,pullback,2019-01-03,2019-02-01,8.51,8.61,77,20,49.49,7.52,0.944,SMA50 이탈,49.9
VCEL,pullback,2019-02-01,2019-02-05,17.21,17.03,19,2,-6.35,-1.93,-0.263,SMA50 이탈,64.6
LAB,pullback,2019-01-28,2019-02-06,8.96,8.3556,82,7,-55.95,-7.58,-1.129,손절,34.7
CRBP,pullback,2019-02-06,2019-02-07,237.6,218.592,3,1,-63.18,-8.82,-1.108,손절,68.9
WING,pullback,2019-02-05,2019-02-27,61.0291,59.0768,8,15,-19.94,-4.07,-0.581,SMA50 이탈,42.2
CRBP,pullback,2019-02-11,2019-02-28,231.6,213.072,3,12,49.08,7.03,0.883,손절,65.2
SBH,pullback,2019-02-28,2019-03-04,18.01,17.62,48,2,-26.42,-3.04,-1.026,SMA50 이탈,18.0
VCEL,pullback,2019-03-04,2019-03-22,19.32,18.18,38,14,-49.73,-6.74,-0.847,SMA50 이탈,59.6
AU,pullback,2019-03-22,2019-03-28,11.9117,10.9588,67,4,-70.74,-8.82,-1.108,손절,66.3
EHTH,pullback,2018-12-21,2019-04-17,36.72,54.41,18,79,205.18,30.9,3.88,SMA50 이탈,58.0
IPAR,pullback,2019-01-18,2019-04-18,52.9641,64.1948,16,62,131.51,15.45,2.634,SMA50 이탈,11.6
TTD,pullback,2019-04-17,2019-05-09,20.47,18.9298,40,15,-68.7,-8.35,-1.115,손절,65.2
MDB,pullback,2019-01-23,2019-05-13,82.0,127.84,5,76,159.33,38.69,4.858,SMA50 이탈,40.7
ADEA,pullback,2019-03-28,2019-05-13,7.9202,7.6198,117,31,8.71,0.94,0.248,손절,65.3
TWLO,pullback,2019-04-23,2019-05-13,129.16,123.39,6,14,-41.44,-5.32,-0.668,SMA50 이탈,72.9
MGNI,pullback,2019-05-10,2019-05-13,6.8,6.256,113,1,-68.11,-8.82,-1.108,손절,113.2
TWLO,pullback,2019-05-13,2019-05-14,130.9,125.4825,6,1,-39.43,-5.0,-1.213,손절,89.1
VCYT,pullback,2019-05-13,2019-05-14,23.02,21.56,37,1,-61.44,-7.18,-1.481,갭하락 손절,70.3
COLD,pullback,2019-05-13,2019-05-20,23.6086,23.7631,1,5,-0.06,-0.25,-0.122,SMA50 이탈,26.5
LOVE,pullback,2019-05-20,2019-05-21,37.49,36.3528,12,1,-17.63,-3.9,-1.292,손절,99.2
TCRT,pullback,2019-05-13,2019-05-23,654.0,634.5,1,8,-25.3,-3.85,-0.484,SMA50 이탈,97.8
LNTH,pullback,2019-05-23,2019-05-24,24.46,24.73,26,1,1.26,0.2,0.046,SMA50 이탈,52.4
IIPR,pullback,2019-05-15,2019-05-29,48.2312,48.1311,17,9,28.58,3.47,0.727,SMA50 이탈,83.5
SNPS,pullback,2019-05-24,2019-05-29,117.36,116.22,5,2,-10.96,-1.86,-0.481,SMA50 이탈,36.5
KRNT,pullback,2019-05-14,2019-06-03,27.0,26.33,25,13,-22.75,-3.36,-0.421,SMA50 이탈,22.6
RPD,pullback,2019-05-29,2019-06-03,52.11,49.6386,7,3,-20.5,-5.6,-1.185,손절,93.7
TWLO,pullback,2019-06-03,2019-06-04,132.77,128.39,5,1,-27.78,-4.17,-0.523,SMA50 이탈,52.6
PLNT,pullback,2019-02-28,2019-06-21,58.28,76.01,13,79,148.18,19.47,4.33,SMA50 이탈,15.2
TNDM,pullback,2019-06-21,2019-06-24,67.24,64.04,10,1,-37.91,-5.61,-0.705,SMA50 이탈,98.6
NEO,pullback,2019-06-03,2019-06-26,21.79,21.16,16,17,13.13,3.75,0.614,SMA50 이탈,33.4
JKS,pullback,2019-05-29,2019-07-11,14.6327,15.3467,46,30,63.9,9.45,1.187,SMA50 이탈,112.2
TSN,pullback,2019-06-24,2019-07-16,64.2275,64.009,13,15,-10.34,-1.23,-0.22,SMA50 이탈,52.2
LNTH,pullback,2019-07-16,2019-07-25,28.09,24.57,31,7,-116.47,-13.31,-2.803,갭하락 손절,72.7
VCYT,pullback,2019-07-11,2019-08-01,28.6,27.0,23,15,-42.55,-6.44,-0.809,SMA50 이탈,95.9
UPBD,pullback,2019-06-04,2019-08-05,17.0062,17.6651,44,43,64.09,8.53,1.131,SMA50 이탈,64.9
TVRD,pullback,2019-08-01,2019-08-05,836.64,790.8516,1,2,-53.11,-6.32,-1.16,손절,57.9
TNDM,pullback,2019-08-05,2019-08-06,62.99,62.49,12,1,-12.78,-1.68,-0.24,SMA50 이탈,53.6
KRNT,pullback,2019-06-27,2019-08-07,28.47,26.8488,21,28,9.14,1.52,0.269,손절,66.6
GSHD,pullback,2019-08-06,2019-08-07,40.8608,40.1589,16,1,-17.06,-2.6,-0.326,SMA50 이탈,57.6
EHTH,pullback,2019-05-22,2019-08-27,64.59,92.75,7,67,121.18,26.68,3.35,SMA50 이탈,91.6
CYRX,pullback,2019-07-25,2019-09-04,19.74,20.43,42,28,44.61,5.36,1.18,SMA50 이탈,117.8
AGI,pullback,2019-09-04,2019-09-05,6.7505,6.4771,123,1,-40.95,-4.91,-1.218,손절,49.6
SLP,pullback,2019-08-07,2019-09-06,36.011,33.8887,18,21,-43.86,-6.74,-0.846,SMA50 이탈,94.8
PI,pullback,2019-09-06,2019-09-09,36.42,34.2837,20,1,-49.09,-6.71,-1.149,손절,118.5
PAGS,pullback,2019-08-07,2019-09-10,41.7453,41.5748,19,23,37.94,4.76,0.853,SMA50 이탈,92.8
SHOP,pullback,2019-08-07,2019-09-10,33.008,33.724,2,23,4.66,7.03,1.021,SMA50 이탈,91.7
ELF,pullback,2019-09-05,2019-09-10,17.21,15.8332,40,3,-61.02,-8.82,-1.108,손절,113.8
ZLAB,pullback,2019-09-10,2019-09-12,35.3,33.8,18,2,-32.6,-5.11,-0.641,SMA50 이탈,26.4
ANIK,pullback,2019-09-11,2019-09-23,55.71,51.86,2,8,-8.67,-7.74,-1.16,갭하락 손절,81.9
APPS,pullback,2019-09-23,2019-09-25,6.99,6.4308,68,2,-42.13,-8.82,-1.108,손절,93.1
EGO,pullback,2019-09-25,2019-09-26,8.8704,8.1544,49,1,-38.84,-8.9,-1.117,갭하락 손절,77.9
TTWO,pullback,2019-09-26,2019-09-27,127.15,123.97,3,1,-12.93,-3.37,-0.935,SMA50 이탈,34.7
PAGS,pullback,2019-09-27,2019-09-30,45.4223,43.8871,8,1,-15.5,-4.25,-0.543,SMA50 이탈,58.4
