ticker,setup,entry_date,exit_date,entry,exit,qty,days,pnl,pnl_pct,r,reason,m_r6m
UFPI,pullback,2019-09-10,2019-10-01,35.5899,36.0502,22,15,25.55,3.25,0.923,SMA50 이탈,28.5
EVER,pullback,2019-09-12,2019-10-01,22.05,20.286,30,13,-58.64,-8.82,-1.108,손절,195.0
HAS,pullback,2019-09-10,2019-10-02,88.2407,88.6868,7,16,-2.45,-0.39,-0.05,SMA50 이탈,32.4
AMBA,pullback,2019-10-01,2019-10-02,63.53,57.98,11,1,-67.06,-9.55,-2.322,갭하락 손절,43.9
CDLX,pullback,2019-10-03,2019-10-04,347.7,334.4,1,1,-16.37,-4.69,-0.588,SMA50 이탈,107.7
SAH,pullback,2019-08-27,2019-10-07,23.7883,24.9216,34,28,67.41,8.3,1.209,SMA50 이탈,81.7
ZUMZ,pullback,2019-10-01,2019-10-08,31.8,29.601,10,5,-24.75,-7.75,-1.126,손절,24.9
RGLD,pullback,2019-10-03,2019-10-11,117.0128,114.6784,6,6,-20.26,-2.87,-0.548,SMA50 이탈,38.5
SEDG,pullback,2019-10-07,2019-11-01,86.09,83.19,7,19,-25.63,-4.23,-0.532,SMA50 이탈,110.0
AQN,pullback,2019-11-01,2019-11-05,9.8165,9.5876,77,2,-24.35,-3.21,-0.861,SMA50 이탈,23.9
STNG,pullback,2019-09-30,2019-11-07,25.1646,25.4626,14,28,26.96,7.62,0.957,SMA50 이탈,49.8
CVCO,pullback,2019-11-07,2019-11-08,198.94,191.12,3,1,-28.73,-4.79,-0.746,SMA50 이탈,61.6
SAIA,pullback,2019-11-05,2019-11-21,96.32,95.68,6,12,-9.02,-1.55,-0.195,SMA50 이탈,42.1
AMKR,pullback,2019-11-21,2019-11-22,12.2506,11.4531,63,1,-56.96,-7.35,-1.196,갭하락 손절,101.1
NTRA,pullback,2019-10-04,2019-11-29,33.76,36.49,15,39,55.17,10.84,1.439,SMA50 이탈,61.7
UCTT,pullback,2019-11-26,2020-01-06,21.46,21.82,35,26,39.66,5.26,1.007,SMA50 이탈,70.6
KRYS,pullback,2020-01-06,2020-01-07,58.81,54.1052,11,1,-57.34,-8.82,-1.108,손절,33.4
ARDX,pullback,2020-01-07,2020-01-13,7.51,6.9092,90,4,-59.91,-8.82,-1.108,손절,192.2
CALY,pullback,2019-11-08,2020-01-27,20.3558,20.9848,35,52,15.51,2.17,0.409,SMA50 이탈,26.9
TSEM,pullback,2019-11-29,2020-01-27,22.47,23.47,11,38,14.9,6.0,1.332,SMA50 이탈,52.1
SVM,pullback,2020-01-13,2020-01-28,5.2462,5.0445,159,10,-39.45,-4.71,-0.984,SMA50 이탈,120.2
ZYME,pullback,2019-10-08,2020-01-31,26.39,43.64,12,79,125.4,39.42,4.95,SMA50 이탈,67.1
FORM,pullback,2020-01-29,2020-01-31,26.88,25.6608,32,2,-46.58,-5.39,-1.194,손절,62.4
UCTT,pullback,2020-01-29,2020-01-31,24.26,22.8492,15,2,-24.34,-6.66,-1.15,손절,61.4
SBSW,pullback,2020-01-31,2020-02-06,8.1373,7.4863,85,4,-61.31,-8.82,-1.108,손절,116.6
AUPH,pullback,2020-02-06,2020-02-14,19.74,18.71,32,6,-38.5,-6.07,-0.762,SMA50 이탈,227.6
VC,pullback,2020-02-14,2020-02-18,86.3735,79.4636,7,1,-53.59,-8.82,-1.108,손절,43.7
PAR,pullback,2020-02-18,2020-02-19,31.69,30.92,18,1,-18.93,-3.3,-0.47,SMA50 이탈,42.6
AXSM,pullback,2020-02-11,2020-02-24,92.96,88.51,4,8,-21.07,-5.64,-0.708,SMA50 이탈,262.7
AMD,pullback,2020-01-31,2020-02-25,48.4,47.57,15,16,31.66,4.34,0.764,SMA50 이탈,60.2
INSG,pullback,2020-02-19,2020-02-25,86.8,79.856,6,4,-46.16,-8.82,-1.108,손절,112.1
PENN,pullback,2020-01-27,2020-02-27,25.25,28.65,33,22,74.17,8.86,2.967,SMA50 이탈,37.6
CDLX,pullback,2019-10-11,2020-02-28,352.7,793.9,1,95,436.04,123.08,15.454,SMA50 이탈,121.5
GDS,pullback,2020-02-26,2020-02-28,59.54,54.7768,10,2,-52.78,-8.82,-1.108,손절,46.7
ATRC,pullback,2020-02-27,2020-02-28,39.18,37.4418,19,1,-39.58,-5.29,-1.198,손절,49.3
UIS,pullback,2020-03-02,2020-03-04,15.61,14.3612,38,2,-52.58,-8.82,-1.108,손절,126.1
COLL,pullback,2020-03-02,2020-03-04,23.9,21.988,25,2,-52.96,-8.82,-1.108,손절,107.2
CLW,pullback,2020-02-28,2020-03-06,28.22,25.9624,21,5,-52.53,-8.82,-1.108,손절,85.1
ZLAB,pullback,2020-03-04,2020-03-06,58.8,54.096,9,2,-46.91,-8.82,-1.108,손절,78.1
NVDA,pullback,2020-03-02,2020-03-09,6.8874,5.9671,87,5,-85.1,-14.14,-1.775,갭하락 손절,67.7
PETS,pullback,2020-03-04,2020-03-09,22.9777,21.18,24,3,-47.91,-8.65,-1.113,갭하락 손절,75.9
ASMB,pullback,2020-03-06,2020-03-09,240.0,220.8,2,1,-42.55,-8.82,-1.108,손절,89.6
DXCM,pullback,2020-03-06,2020-03-09,71.41,65.445,7,1,-46.07,-9.17,-1.217,갭하락 손절,69.2
RDNT,pullback,2020-03-06,2020-03-09,21.82,18.39,2,1,-7.22,-16.47,-2.069,갭하락 손절,57.4
PETS,pullback,2020-03-10,2020-03-11,23.2704,21.4088,21,1,-43.32,-8.82,-1.108,손절,75.0
DXCM,pullback,2020-03-11,2020-03-12,67.8275,54.6275,8,1,-110.01,-20.18,-3.954,갭하락 손절,92.0
VNET,pullback,2020-03-11,2020-03-12,15.04,13.8368,31,1,-41.33,-8.82,-1.108,손절,84.7
BILI,pullback,2020-03-11,2020-03-12,25.45,23.463,19,1,-41.94,-8.63,-1.111,손절,81.3
GDS,pullback,2020-03-11,2020-03-12,57.98,53.95,7,1,-31.74,-7.78,-1.176,갭하락 손절,44.5
RPAY,pullback,2020-03-11,2020-03-12,17.8,16.47,1,1,-1.48,-8.3,-1.26,갭하락 손절,37.0
ZEPP,pullback,2020-03-12,2020-03-16,51.8039,45.8459,8,2,-51.18,-12.29,-1.544,갭하락 손절,21.6
CCI,pullback,2020-03-16,2020-03-17,105.1461,111.1553,3,1,15.11,4.77,0.879,SMA50 이탈,13.6
RGEN,pullback,2020-03-16,2020-03-18,91.54,96.36,4,2,15.9,4.32,0.543,SMA50 이탈,24.9
AMN,pullback,2020-03-16,2020-03-19,68.46,68.13,6,3,28.03,6.79,0.853,SMA50 이탈,33.2
RGEN,pullback,2020-03-18,2020-03-19,92.51,87.09,4,1,-24.91,-6.7,-0.842,SMA50 이탈,22.7
WEC,pullback,2020-03-18,2020-03-19,79.5577,73.193,5,1,-35.26,-8.82,-1.108,손절,13.7
COST,pullback,2020-03-19,2020-03-20,283.144,264.9099,1,1,-20.7,-7.28,-0.914,SMA50 이탈,6.0
ZTO,pullback,2020-03-18,2020-03-23,22.13,20.8584,20,3,-29.3,-6.59,-0.828,SMA50 이탈,24.3
DPZ,pullback,2020-03-20,2020-03-23,301.5995,277.4716,1,1,-26.73,-8.82,-1.108,손절,32.5
KR,pullback,2020-03-16,2020-03-25,25.5184,24.333,19,7,8.62,1.77,0.383,손절,21.4
DPZ,pullback,2020-03-25,2020-03-26,318.7317,293.2332,1,1,-28.25,-8.82,-1.108,손절,40.1
JD,pullback,2020-03-25,2020-03-27,36.2296,35.1782,10,2,-13.73,-3.77,-0.474,SMA50 이탈,35.2
TAL,pullback,2020-03-26,2020-03-27,55.0,53.44,7,1,-14.34,-3.71,-0.465,SMA50 이탈,58.8
GDS,pullback,2020-03-26,2020-03-27,54.51,55.75,7,1,5.21,1.36,0.171,SMA50 이탈,34.2
BIIB,pullback,2020-03-27,2020-04-01,297.0,293.27,1,3,-6.39,-2.14,-0.269,SMA50 이탈,29.3
VRTX,pullback,2020-03-31,2020-04-01,228.95,225.48,1,1,-5.51,-2.4,-0.301,SMA50 이탈,39.1
GEN,pullback,2020-03-30,2020-04-03,16.7732,15.945,23,4,-22.43,-5.79,-0.727,SMA50 이탈,39.6
GDS,pullback,2020-03-31,2020-04-03,58.4,53.728,6,3,-31.06,-8.82,-1.108,손절,48.2
GILD,pullback,2020-04-06,2020-04-07,62.6618,57.6488,5,1,-27.77,-8.82,-1.108,손절,28.0
CPB,pullback,2020-04-06,2020-04-07,38.9863,36.6791,9,1,-23.83,-6.76,-0.849,SMA50 이탈,7.5
JD,pullback,2020-04-07,2020-05-01,37.4124,36.2559,9,17,-13.39,-3.96,-0.497,SMA50 이탈,43.4
HRL,pullback,2020-04-15,2020-05-21,40.2021,37.8261,1,26,-2.73,-6.75,-0.848,SMA50 이탈,19.7
KR,pullback,2020-04-06,2020-05-26,28.1024,27.4219,13,34,-12.09,-3.3,-0.414,SMA50 이탈,32.8
CHWY,pullback,2020-05-26,2020-05-27,43.6,40.112,8,1,-30.92,-8.82,-1.108,손절,84.3
CTSO,pullback,2020-05-27,2020-05-28,10.65,9.67,30,1,-32.14,-10.02,-1.374,갭하락 손절,152.9
PETS,pullback,2020-05-28,2020-05-29,31.8629,29.3138,11,1,-31.07,-8.82,-1.108,손절,66.6
NFLX,pullback,2020-05-01,2020-06-12,41.51,41.807,10,29,-0.78,-0.19,-0.031,SMA50 이탈,49.3
DNLI,pullback,2020-05-21,2020-06-19,24.34,23.61,13,20,15.33,4.82,0.605,SMA50 이탈,60.1
IRTC,pullback,2020-06-19,2020-06-24,122.31,114.86,3,3,-25.55,-6.93,-0.87,SMA50 이탈,94.0
ZTO,pullback,2020-03-31,2020-07-23,22.9425,31.183,11,79,60.67,23.93,3.005,SMA50 이탈,25.3
ZM,pullback,2020-05-29,2020-08-11,168.0,231.04,2,51,86.49,25.63,3.218,SMA50 이탈,119.4
CLW,pullback,2020-08-11,2020-08-18,39.15,36.22,11,5,-35.96,-8.31,-1.044,SMA50 이탈,36.7
QDEL,pullback,2020-06-15,2020-08-24,179.53,228.21,2,49,73.82,20.47,2.57,SMA50 이탈,139.8
HAIN,pullback,2020-04-15,2020-08-25,25.48,31.65,16,92,61.83,15.1,3.763,SMA50 이탈,24.4
EQT,pullback,2020-08-25,2020-08-26,15.28,14.4727,33,1,-31.06,-6.13,-1.166,손절,217.4
RRC,pullback,2020-08-26,2020-08-27,7.8689,7.4102,60,1,-31.65,-6.67,-1.15,손절,196.1
TBCH,pullback,2020-08-18,2020-09-03,18.56,17.7,23,12,-23.53,-5.49,-0.689,SMA50 이탈,161.6
ANGI,pullback,2020-09-03,2020-09-04,145.5,133.5,3,1,-39.77,-9.07,-1.139,갭하락 손절,129.3
CALX,pullback,2020-06-24,2020-09-08,13.93,18.13,28,52,86.09,21.97,2.759,SMA50 이탈,76.6
DOCU,pullback,2020-08-27,2020-09-08,214.15,205.63,2,7,21.77,5.06,0.635,SMA50 이탈,157.7
CWH,pullback,2020-09-09,2020-09-15,25.3663,24.8726,4,4,-2.88,-2.82,-0.355,SMA50 이탈,275.1
PLMR,pullback,2020-07-23,2020-09-21,86.1899,98.3675,5,41,59.95,13.85,1.739,SMA50 이탈,69.4
GFI,pullback,2020-09-04,2020-09-21,10.2075,10.2122,49,10,19.67,3.91,0.797,SMA50 이탈,85.5
AAMI,pullback,2020-09-21,2020-09-22,12.9316,12.8723,29,1,-5.09,-1.35,-0.446,SMA50 이탈,196.8
TGTX,pullback,2020-09-15,2020-09-24,26.33,24.2236,14,7,-32.67,-8.82,-1.108,손절,260.2
PTGX,pullback,2020-09-21,2020-09-24,21.48,19.7616,20,3,-38.08,-8.82,-1.108,손절,289.4
W,pullback,2020-09-22,2020-09-24,304.5,279.91,1,2,-27.22,-8.9,-1.117,갭하락 손절,893.4
FSLY,pullback,2020-09-28,2020-10-15,92.31,89.7,2,13,10.44,5.63,0.707,SMA50 이탈,402.3
CVNA,pullback,2020-10-16,2020-10-20,44.798,41.2142,4,2,-15.88,-8.82,-1.108,손절,187.5
IMUX,pullback,2020-10-20,2020-10-21,196.5,180.78,1,1,-17.42,-8.82,-1.108,손절,129.0
CMG,pullback,2020-09-24,2020-10-28,24.7898,25.0708,19,24,1.08,0.23,0.04,SMA50 이탈,92.2
MITK,pullback,2020-09-24,2020-10-30,12.75,12.45,31,26,-12.82,-3.23,-0.405,SMA50 이탈,70.2
TBCH,pullback,2020-10-21,2020-10-30,18.77,18.02,9,7,-8.24,-4.86,-0.728,SMA50 이탈,120.5
GPRE,pullback,2020-10-30,2020-11-03,15.44,14.93,14,2,-9.05,-4.17,-0.662,SMA50 이탈,173.3
ACH,pullback,2020-11-03,2020-11-04,26.3891,24.278,16,1,-37.43,-8.82,-1.108,손절,249.1
ONC,pullback,2020-09-08,2020-11-09,236.37,280.0,2,44,68.72,14.47,2.316,SMA50 이탈,56.9
GRVY,pullback,2020-10-28,2020-11-10,126.0,121.0,3,9,-18.33,-4.83,-0.606,SMA50 이탈,226.9
CRWD,pullback,2020-11-09,2020-11-10,34.0625,31.3375,15,1,-45.29,-8.82,-1.108,손절,86.0
GPRE,pullback,2020-11-10,2020-11-19,16.44,15.1248,29,7,-42.26,-8.82,-1.108,손절,149.7
SOHU,pullback,2020-11-19,2020-11-23,19.42,18.88,23,2,-16.38,-3.65,-0.535,SMA50 이탈,151.9
HOV,pullback,2020-10-30,2020-12-09,33.05,36.15,13,27,49.32,11.43,1.435,SMA50 이탈,185.0
GPI,pullback,2020-11-10,2020-12-14,113.5079,114.7701,3,23,0.7,0.21,0.026,SMA50 이탈,147.0
NIO,pullback,2020-08-24,2021-02-16,14.63,59.23,30,120,696.99,158.09,19.851,120일 만료,263.9
ENPH,pullback,2020-12-09,2021-02-18,136.36,180.84,3,47,84.04,20.45,2.568,SMA50 이탈,173.0
PLUG,pullback,2020-11-04,2021-02-22,16.33,48.6,24,73,413.18,104.95,13.178,SMA50 이탈,306.5
FNKO,pullback,2021-02-18,2021-02-23,13.21,12.2067,58,3,-64.83,-8.42,-1.114,손절,123.0
UMC,pullback,2021-02-22,2021-02-23,7.558,6.9533,96,1,-64.31,-8.82,-1.108,손절,168.9
ETSY,pullback,2020-11-23,2021-02-25,141.0,197.58,3,63,97.44,22.93,2.879,SMA50 이탈,89.1
HY,pullback,2021-02-23,2021-02-25,79.6017,76.4121,7,2,-27.24,-4.87,-1.22,손절,129.9
BKE,pullback,2021-02-23,2021-02-26,22.529,21.5125,37,3,-44.94,-5.37,-1.195,손절,160.8
OPRX,pullback,2021-02-25,2021-02-26,61.5,56.04,11,1,-65.88,-9.69,-1.217,갭하락 손절,205.4
JOE,pullback,2021-02-26,2021-03-01,50.5736,47.6452,16,1,-53.93,-6.63,-1.151,손절,136.0
VCEL,pullback,2021-02-25,2021-03-03,48.83,44.9236,10,4,-43.28,-8.82,-1.108,손절,204.3
INGN,pullback,2021-02-26,2021-03-03,52.91,49.003,11,3,-48.02,-8.21,-1.117,손절,76.8
TDAY,pullback,2021-03-03,2021-03-04,5.39,4.9588,124,1,-59.24,-8.82,-1.108,손절,192.0
ARAY,pullback,2021-03-03,2021-03-04,5.65,5.198,57,1,-28.55,-8.82,-1.108,손절,135.7
APPS,pullback,2020-12-14,2021-03-08,45.07,61.92,11,56,122.48,24.59,3.088,SMA50 이탈,340.3
TROX,pullback,2021-03-04,2021-03-09,14.7766,14.1252,20,3,-15.63,-5.26,-1.2,손절,108.0
HY,pullback,2021-03-04,2021-03-19,75.3107,73.6202,8,11,-18.89,-3.12,-0.392,SMA50 이탈,125.7
FCX,pullback,2021-03-08,2021-03-23,32.2741,29.923,9,11,-23.68,-8.12,-1.019,SMA50 이탈,115.2
CX,pullback,2021-03-09,2021-03-23,6.8309,6.2844,44,10,-26.64,-8.82,-1.108,손절,120.7
AR,pullback,2021-03-23,2021-03-25,9.65,8.8,74,2,-69.04,-9.63,-1.433,갭하락 손절,222.2
ESTA,pullback,2021-03-25,2021-03-26,65.0,58.99,9,1,-59.11,-10.06,-1.263,갭하락 손절,267.3
AR,pullback,2021-03-26,2021-04-09,10.1,9.292,58,9,-51.93,-8.82,-1.108,손절,233.9
LOB,pullback,2021-02-16,2021-05-10,46.0223,63.4222,16,58,190.59,25.77,3.235,SMA50 이탈,140.7
ICHR,pullback,2021-03-23,2021-05-10,47.97,50.98,3,33,16.98,11.75,1.475,SMA50 이탈,125.4
SM,pullback,2021-05-10,2021-05-11,16.2765,14.5684,38,1,-70.18,-11.3,-1.418,갭하락 손절,883.5
SKT,pullback,2021-05-10,2021-05-11,14.2694,13.2088,46,1,-54.47,-8.26,-1.117,손절,183.0
ANGO,pullback,2021-03-01,2021-05-12,20.64,22.39,37,51,65.2,8.5,1.62,SMA50 이탈,131.2
CRTO,pullback,2021-03-22,2021-05-12,32.76,35.19,20,36,67.79,10.3,1.363,SMA50 이탈,157.2
CTRN,pullback,2021-04-09,2021-05-12,90.23,90.21,6,23,38.18,7.02,0.882,SMA50 이탈,224.4
TTEC,pullback,2021-05-12,2021-05-18,97.3694,94.0684,6,4,-24.97,-4.26,-0.592,SMA50 이탈,80.5
WT,pullback,2021-05-17,2021-06-15,6.1065,5.7162,1,20,-0.44,-7.23,-1.136,손절,77.7
UNFI,pullback,2021-06-15,2021-06-18,37.02,35.26,19,3,-39.62,-5.61,-0.704,SMA50 이탈,116.8
VTGN,pullback,2021-06-18,2021-06-21,87.3,80.316,7,1,-54.17,-8.82,-1.108,손절,269.2
VTGN,pullback,2021-06-21,2021-06-22,86.4,79.488,8,1,-61.27,-8.82,-1.108,손절,248.2
VSTM,pullback,2021-05-11,2021-07-07,34.32,44.16,20,39,136.46,19.79,3.041,SMA50 이탈,130.5
SM,pullback,2021-06-22,2021-07-14,20.3344,19.0691,32,15,25.81,3.95,0.496,SMA50 이탈,279.6
DVN,pullback,2021-07-14,2021-07-15,22.711,20.8941,28,1,-56.37,-8.82,-1.108,손절,61.9
GNK,pullback,2021-07-07,2021-07-16,11.9498,11.1875,65,7,-56.32,-7.22,-1.137,손절,139.6
EXTR,pullback,2021-07-15,2021-07-16,11.1,10.53,63,1,-42.04,-5.99,-1.12,SMA50 이탈,42.8
CHRD,pullback,2021-05-18,2021-07-19,45.9085,52.7373,15,42,81.86,11.83,2.148,SMA50 이탈,62346.9
LAND,pullback,2021-07-16,2021-07-19,19.6243,19.1371,36,1,-23.82,-3.36,-0.562,SMA50 이탈,66.4
NBP,pullback,2021-07-19,2021-07-23,75.07,73.24,9,4,-22.48,-3.31,-0.494,SMA50 이탈,55.6
BAK,pullback,2021-05-12,2021-07-30,16.7041,18.7308,33,55,71.91,12.99,1.631,SMA50 이탈,118.5
GNK,pullback,2021-07-23,2021-07-30,11.7334,11.5104,51,5,-16.71,-2.78,-0.349,SMA50 이탈,103.5
BCRX,pullback,2021-05-13,2021-08-02,12.51,16.1,36,55,96.14,21.25,2.668,SMA50 이탈,221.9
XPEL,pullback,2021-07-30,2021-08-03,92.0,84.64,6,2,-48.93,-8.82,-1.108,손절,92.3
ESTA,pullback,2021-08-02,2021-08-03,72.14,70.1712,9,1,-23.48,-3.6,-1.325,손절,56.7
DAC,pullback,2021-08-03,2021-08-04,56.9089,57.2836,10,1,-1.39,-0.24,-0.031,SMA50 이탈,149.4
XPEL,pullback,2021-08-03,2021-08-04,92.82,85.3944,6,1,-49.37,-8.82,-1.108,손절,88.8
GSM,pullback,2021-07-30,2021-08-05,5.5352,5.4191,112,4,-18.53,-2.98,-0.374,SMA50 이탈,209.6
SID,pullback,2021-08-05,2021-08-06,5.7953,5.5753,105,1,-28.48,-4.66,-1.233,손절,57.8
LEGN,pullback,2021-08-04,2021-08-11,44.57,41.0044,13,5,-51.36,-8.82,-1.108,손절,60.0
AMG,pullback,2021-08-06,2021-08-18,166.5365,161.9119,3,8,-18.31,-3.65,-0.458,SMA50 이탈,46.2
ANGO,pullback,2021-08-04,2021-09-10,27.08,27.1,19,26,-4.25,-0.82,-0.123,SMA50 이탈,41.5
BNTX,pullback,2021-07-16,2021-09-24,222.1378,329.1208,2,49,137.89,30.9,3.879,SMA50 이탈,115.5
BNTX,pullback,2021-09-24,2021-09-27,345.4248,317.7908,1,1,-30.62,-8.82,-1.108,손절,271.1
PVLA,pullback,2021-09-27,2021-09-29,450.4,420.552,1,2,-33.77,-7.46,-1.131,손절,116.2
DDS,pullback,2021-08-11,2021-09-30,143.2742,134.1617,4,35,22.34,3.88,0.487,SMA50 이탈,135.6
ATEN,pullback,2021-09-10,2021-10-04,12.7397,12.2648,59,16,13.57,1.8,0.403,SMA50 이탈,33.1
ACI,pullback,2021-09-30,2021-10-04,21.0538,19.3695,28,2,-52.25,-8.82,-1.108,손절,69.9
SPT,pullback,2021-10-04,2021-10-05,123.86,113.09,4,1,-47.35,-9.51,-1.266,갭하락 손절,119.4
PRTA,pullback,2021-10-05,2021-10-12,72.0,66.24,6,5,-38.29,-8.82,-1.108,손절,191.5
CLDX,pullback,2021-08-18,2021-10-13,45.6,47.75,11,39,49.77,9.88,1.24,SMA50 이탈,77.6
GDYN,pullback,2021-07-19,2021-10-25,19.26,25.85,31,69,127.24,21.21,3.823,SMA50 이탈,54.1
SLI,pullback,2021-10-12,2021-11-18,8.5,7.82,52,27,13.62,3.07,0.385,손절,195.2
STGW,pullback,2021-10-04,2021-11-19,7.8,8.22,76,34,57.65,9.68,1.219,SMA50 이탈,124.9
ASAN,pullback,2021-10-13,2021-11-22,111.43,106.09,2,28,10.43,4.66,0.585,SMA50 이탈,229.6
ORMP,pullback,2021-10-25,2021-11-22,21.0688,19.7137,35,20,18.99,2.56,0.4,손절,120.6
RGEN,pullback,2021-11-22,2021-11-23,284.37,261.6204,2,1,-50.41,-8.82,-1.108,손절,61.2
FSLR,pullback,2021-11-22,2021-11-24,113.23,104.1716,5,2,-50.18,-8.82,-1.108,손절,43.8
HRI,pullback,2021-11-19,2021-11-26,169.2049,165.8301,4,4,0.63,0.09,0.047,손절,81.2
CUBI,pullback,2021-11-23,2021-11-26,57.7,54.945,12,2,-39.14,-5.63,-1.184,손절,60.4
PR,pullback,2021-11-24,2021-11-26,6.1113,5.6224,94,1,-50.92,-8.82,-1.108,손절,45.1
SM,pullback,2021-11-26,2021-11-29,27.1849,26.6714,21,1,-15.87,-2.77,-1.472,손절,67.4
NET,pullback,2021-11-26,2021-11-30,198.64,182.7488,2,2,-35.21,-8.82,-1.108,손절,138.4
MDB,pullback,2021-11-29,2021-11-30,525.382,498.1,1,1,-31.89,-6.04,-0.759,SMA50 이탈,77.6
PACK,pullback,2021-11-30,2021-12-01,39.61,38.115,16,1,-29.52,-4.64,-1.234,손절,83.2
DAVA,pullback,2021-09-30,2021-12-02,134.75,146.52,4,44,61.51,11.36,1.426,SMA50 이탈,58.7
ZNTL,pullback,2021-12-01,2021-12-02,81.84,72.16,6,1,-62.24,-12.62,-1.584,갭하락 손절,52.8
TSLA,pullback,2021-11-18,2021-12-03,368.85,339.342,1,10,-32.69,-8.82,-1.108,손절,85.6
BCYC,pullback,2021-12-02,2021-12-03,55.81,52.71,9,1,-32.3,-6.4,-0.871,SMA50 이탈,96.0
ENTA,pullback,2021-11-26,2021-12-06,86.04,79.1568,6,6,-45.76,-8.82,-1.108,손절,75.5
SNOW,pullback,2021-12-03,2021-12-06,358.19,329.5348,1,1,-31.75,-8.82,-1.108,손절,48.5
TNDM,pullback,2021-12-06,2021-12-14,133.66,130.66,3,6,-12.57,-3.12,-0.392,SMA50 이탈,50.8
AMBA,pullback,2021-11-30,2021-12-16,181.45,179.63,1,12,-3.44,-1.89,-0.278,SMA50 이탈,79.8
EXPO,pullback,2021-12-03,2021-12-17,112.4901,109.795,4,10,-14.78,-3.27,-0.46,SMA50 이탈,35.2
ARCB,pullback,2021-12-16,2021-12-20,106.133,97.6424,1,2,-9.41,-8.82,-1.108,손절,93.5
BCYC,pullback,2021-12-20,2022-01-04,55.61,55.0,3,10,-3.32,-1.98,-0.249,SMA50 이탈,92.8
BJ,pullback,2021-12-06,2022-01-05,66.0,63.64,6,21,-17.66,-4.44,-0.873,SMA50 이탈,37.9
PIPR,pullback,2021-12-15,2022-01-05,37.5213,37.5213,11,14,-3.71,-0.9,-0.139,SMA50 이탈,36.6
GDYN,pullback,2022-01-04,2022-01-05,39.3,36.156,12,1,-41.8,-8.82,-1.108,손절,92.8
CARS,pullback,2022-01-05,2022-01-10,16.87,15.5204,27,3,-40.37,-8.82,-1.108,손절,30.8
PANW,pullback,2022-01-07,2022-01-10,87.81,82.0066,6,1,-39.41,-7.45,-1.132,손절,36.6
PIPR,pullback,2022-01-10,2022-01-12,38.8289,38.5096,13,2,-8.67,-1.71,-0.279,SMA50 이탈,41.3
ACLS,pullback,2021-12-02,2022-01-18,63.79,65.89,6,31,31.3,8.14,1.094,SMA50 이탈,58.4
PFE,pullback,2022-01-10,2022-01-18,43.1339,41.8951,12,5,-19.46,-3.74,-0.907,SMA50 이탈,42.7
BXC,pullback,2022-01-12,2022-01-18,85.25,78.43,5,3,-37.78,-8.82,-1.108,손절,115.8
PENG,pullback,2022-01-18,2022-01-19,32.5,30.61,13,1,-28.26,-6.66,-0.836,SMA50 이탈,37.6
LYV,pullback,2022-01-19,2022-01-20,114.89,112.44,4,1,-13.89,-3.01,-0.563,SMA50 이탈,49.6
CF,pullback,2022-01-19,2022-01-20,61.9557,58.1739,6,1,-25.93,-6.95,-0.902,SMA50 이탈,47.0
F,pullback,2021-12-17,2022-01-21,14.7627,15.2196,30,23,38.11,8.57,1.076,SMA50 이탈,40.9
IVT,pullback,2022-01-11,2022-01-21,23.2189,22.4676,12,7,-11.48,-4.1,-1.274,손절,110.8
RUSHA,pullback,2022-01-25,2022-01-26,22.7296,22.3479,1,1,-0.58,-2.56,-0.549,SMA50 이탈,20.5
COKE,pullback,2022-01-25,2022-01-27,57.2296,54.172,7,2,-24.91,-6.19,-0.837,SMA50 이탈,44.5
IVT,pullback,2022-01-26,2022-02-03,23.0384,22.3765,1,6,-0.87,-3.74,-0.592,SMA50 이탈,99.2
CRK,pullback,2022-02-03,2022-02-04,8.0862,7.6501,31,1,-15.71,-6.24,-0.784,SMA50 이탈,54.5
MGY,pullback,2022-01-25,2022-02-15,18.3581,18.2533,22,15,-5.93,-1.46,-0.186,SMA50 이탈,44.5
VECO,pullback,2022-02-16,2022-02-17,28.25,27.18,14,1,-18.47,-4.65,-0.584,SMA50 이탈,37.2
APA,pullback,2022-02-17,2022-02-22,27.9077,26.4557,18,2,-30.54,-6.05,-1.168,손절,96.4
LKFN,pullback,2022-02-04,2022-02-23,70.9032,69.0536,3,12,-7.44,-3.48,-0.602,SMA50 이탈,17.1
ENVA,pullback,2022-02-23,2022-02-24,42.57,38.66,11,1,-47.03,-10.0,-1.661,갭하락 손절,32.8
KFRC,pullback,2022-02-23,2022-03-01,63.3066,60.9849,5,4,-14.4,-4.53,-0.658,SMA50 이탈,24.3
IRTC,pullback,2022-02-25,2022-03-10,125.53,124.77,3,9,-5.66,-1.5,-0.188,SMA50 이탈,172.6
BXC,pullback,2022-03-10,2022-03-24,86.59,79.6628,5,10,-38.38,-8.82,-1.108,손절,63.7
SM,pullback,2022-03-01,2022-04-21,32.9979,34.3173,12,36,35.85,9.01,1.132,SMA50 이탈,86.6
DVN,pullback,2022-01-25,2022-04-22,38.874,47.799,10,61,71.88,18.41,2.311,SMA50 이탈,88.0
ARCO,pullback,2022-04-21,2022-04-22,7.1346,6.6472,79,1,-43.4,-7.67,-1.127,손절,71.2
PBR,pullback,2022-03-24,2022-04-26,5.0956,5.1626,92,22,36.19,7.68,0.965,SMA50 이탈,59.8
ABBV,pullback,2022-04-22,2022-04-29,135.0103,128.3833,4,5,-31.25,-5.76,-1.782,갭하락 손절,49.0
